,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,
1275,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1276,0,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1277,0,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1278,0,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1279,0,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1280,0,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3,0
1281,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1282,0,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1283,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1284,0,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1285,0,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1286,1,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1287,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1288,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0
1289,0,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1290,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0
1291,0,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1292,0,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1293,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1
1294,1,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1295,0,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1296,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0
1297,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1298,0,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4,0
1299,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1300,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1301,0,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1302,0,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1303,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0
1304,0,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1305,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1306,0,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1307,0,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1308,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1309,0,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1310,0,2,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1311,0,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1312,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1313,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1314,0,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1,0
1315,0,2,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1316,0,2,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1317,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0,0
1318,0,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0
1319,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1320,0,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0,0
1321,1,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1322,0,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1323,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1324,0,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1325,0,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1326,0,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0
1327,0,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1328,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1329,0,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1330,0,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1331,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1332,1,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1333,0,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1334,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1335,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0,0
1336,0,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1337,0,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0
1338,0,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0
1339,0,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1340,0,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1341,0,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1342,1,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1343,0,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0,0
1344,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1345,0,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1346,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1
1347,0,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1348,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0
1349,0,5,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0
1350,0,5,3,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0,0
1351,0,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1352,0,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1353,0,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1354,0,5,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1355,0,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1356,0,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1357,0,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1358,0,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1359,0,2,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1360,0,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1361,1,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1
1362,0,2,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1363,0,2,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1364,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1365,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1366,0,5,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1367,0,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1368,0,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0
1369,0,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1370,0,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1371,0,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1372,0,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1373,0,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
1374,1,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1
1375,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1376,0,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1377,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1378,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1
1379,0,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1380,1,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1
1381,0,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1382,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1
1383,0,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1384,0,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1385,0,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1386,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1387,0,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0,0
1388,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0,0
1389,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1390,0,5,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0,0
1391,0,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1392,0,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1393,0,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1394,0,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1395,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0
1396,0,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1397,0,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1398,0,2,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1399,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1400,0,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1401,0,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1,0
1402,0,5,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0
1403,0,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1404,0,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1405,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1406,0,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1407,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1408,0,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1409,0,2,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1410,0,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1411,0,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1412,0,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1413,0,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1414,0,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1415,0,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1416,0,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0
1417,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1418,0,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1419,0,2,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1420,1,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1421,0,5,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1422,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0
1423,0,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1424,0,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1425,0,2,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1426,0,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1427,0,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1428,0,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0
1429,1,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1
1430,0,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1431,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
1432,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1,1
1433,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1434,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1435,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0
1436,0,0,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
1437,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1
1438,0,2,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1439,0,5,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1440,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0
1441,0,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1442,0,2,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1443,0,2,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1444,1,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1445,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1446,0,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1447,0,2,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1448,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0,0
1449,0,2,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1450,0,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1451,1,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5,1
1452,0,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1453,1,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,1,1
1454,0,5,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1455,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1456,0,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1457,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1458,0,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1459,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1460,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0,0
1461,0,5,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1462,0,2,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1463,0,5,2,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0
1464,0,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1465,0,5,3,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0,0
1466,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,5,0,0
1467,0,5,2,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0
1468,0,2,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1469,0,5,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1470,0,5,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0,0
1471,0,2,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1472,1,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5,1
1473,0,2,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1474,0,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1475,0,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1476,0,2,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1477,0,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1478,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1
1479,0,5,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1,0
1480,0,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1481,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1482,0,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1483,0,5,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1484,0,2,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1,0
1485,1,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5,1
1486,0,5,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1487,0,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1488,0,5,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1489,1,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1490,0,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1491,1,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1492,0,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1493,0,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
1494,0,5,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1495,0,2,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1496,0,2,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1497,0,5,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1498,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1,0
1499,0,5,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1500,0,2,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1501,0,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0
1502,0,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1503,0,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1504,0,2,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1505,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1506,1,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1507,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0,0
1508,0,5,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1509,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0
1510,0,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1511,0,2,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1512,0,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1513,0,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
1514,0,5,0,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0
1515,0,2,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1516,0,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1517,0,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0
1518,0,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
1519,0,5,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1520,0,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0
1521,0,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1522,0,5,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0
1523,0,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1524,0,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0
1525,0,5,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1526,0,5,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0
1527,0,2,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1528,0,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
1529,0,5,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1530,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1531,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0
1532,1,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1533,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1534,0,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1535,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1536,0,5,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1537,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1538,0,5,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1539,0,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1540,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1,1
1541,0,5,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1542,0,5,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
1543,0,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1544,0,5,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0
1545,0,5,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0
